UID          PID    PPID  C STIME TTY          TIME CMD
kevinou+    4214    4017  0 16:11 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4187 --enable-crash-reporter=ea31a14b-5880-4cae-a061-f2ab8c0f4b25,no_channel --user-data-dir=/home/kevinoulai/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18237077870909195920,8015142371048170758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
kevinou+    4215    2552  0 16:11 ?        00:00:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.0VB3O3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
kevinou+    4256    2321  0 16:11 ?        00:00:00 /usr/libexec/gsd-xsettings
kevinou+    4263    2552  0 16:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
kevinou+    4275    2321  0 16:11 ?        00:00:00 /usr/libexec/ibus-x11
kevinou+    4310    4137  3 16:11 ?        00:00:15 /usr/share/code/code --type=zygote
kevinou+    4428    4017  4 16:11 ?        00:00:22 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=4187 --enable-crash-reporter=ea31a14b-5880-4cae-a061-f2ab8c0f4b25,no_channel --user-data-dir=/home/kevinoulai/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18237077870909195920,8015142371048170758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
kevinou+    4446    4017  2 16:11 ?        00:00:10 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=4187 --enable-crash-reporter=ea31a14b-5880-4cae-a061-f2ab8c0f4b25,no_channel --user-data-dir=/home/kevinoulai/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18237077870909195920,8015142371048170758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
kevinou+    4447    4017  0 16:11 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=4187 --enable-crash-reporter=ea31a14b-5880-4cae-a061-f2ab8c0f4b25,no_channel --user-data-dir=/home/kevinoulai/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18237077870909195920,8015142371048170758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
kevinou+    4601    2321  2 16:11 ?        00:00:09 /usr/bin/ptyxis --gapplication-service
kevinou+    4659    4601  0 16:11 ?        00:00:00 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
kevinou+    4678    2321  0 16:11 ?        00:00:00 catatonit -P
kevinou+    4702    4659  0 16:11 pts/0    00:00:00 /usr/bin/bash
kevinou+    4732    4017  0 16:11 ?        00:00:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=4187 --enable-crash-reporter=ea31a14b-5880-4cae-a061-f2ab8c0f4b25,no_channel --user-data-dir=/home/kevinoulai/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18237077870909195920,8015142371048170758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
kevinou+    4760    4428  0 16:11 ?        00:00:01 /usr/share/code/code /home/kevinoulai/.vscode/extensions/redhat.vscode-yaml-1.23.0/dist/languageserver.js --node-ipc --clientProcessId=4428
kevinou+    4774    4732  0 16:11 pts/1    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
kevinou+    4778    4732  0 16:11 pts/2    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
kevinou+    4787    4732  0 16:11 pts/3    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
kevinou+    4916    2911  0 16:11 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 51 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 49
kevinou+    4917    4916  0 16:11 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 51 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 49
kevinou+    4918    4917  0 16:11 ?        00:00:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 49
root        5294       1  1 16:11 ?        00:00:04 /usr/libexec/flatpak-system-helper
kevinou+    5327    2552  8 16:11 ?        00:00:40 /usr/lib64/firefox/firefox
kevinou+    5336    2321  0 16:11 ?        00:00:00 /usr/lib64/firefox/crashhelper 5327 9 /tmp/ 11
kevinou+    5421    5327  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {fae7117d-4577-4846-b9db-d533e369c96d} -parentPid 5327 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1 forkserver
kevinou+    5427    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260505141300 -prefsHandle 0:37700 -prefMapHandle 1:287680 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b1fe6e9b-1ae4-4dcf-bd25-1496cc262ec7} -parentPid 5327 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
kevinou+    5529    5421  0 16:11 ?        00:00:01 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37769 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6907b571-75fc-4a26-b471-8993517656e5} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
kevinou+    5539    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260505141300 -prefsHandle 0:37769 -prefMapHandle 1:287680 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {3cb07520-4341-4a6b-aba5-73f1fe85fa48} -parentPid 5327 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
kevinou+    5621    5421  2 16:11 ?        00:00:10 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:32722 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8c6fcd49-2833-4440-ae32-f8f553b9602d} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
kevinou+    5692    5421  0 16:11 ?        00:00:04 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:32722 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b3b816f4-9a3a-45b9-a7e5-18827acb8399} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 7 tab
kevinou+    5730    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37823 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ff682b9f-a291-4ea6-a8f0-dc0dc89b3ee3} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 8 tab
kevinou+    5875    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260505141300 -sandboxingKind 0 -prefsHandle 0:50520 -prefMapHandle 1:287680 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {faa256f1-4081-4b2c-93e3-6afe43b08b3b} -parentPid 5327 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 9 utility
kevinou+    5951    5421  0 16:11 ?        00:00:02 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {da098f32-1467-424f-9753-3447772f100a} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 10 tab
kevinou+    5954    5421  1 16:11 ?        00:00:05 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1dca8e51-7b7a-4955-823d-11aa439c5116} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 11 tab
kevinou+    6061    4428  0 16:11 ?        00:00:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=4428
kevinou+    6128    2692  0 16:11 ?        00:00:01 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
kevinou+    6282    5421  0 16:11 ?        00:00:02 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5b77fc4e-650e-48eb-8c97-b14c8c2a46c6} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 14 tab
kevinou+    6341    2321  0 16:11 ?        00:00:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
kevinou+    6349    2321  0 16:11 ?        00:00:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/
kevinou+    6352    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f9865525-f884-4350-9c31-3645134c890a} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 15 tab
kevinou+    6376    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {65419764-5ff4-48b5-a8d4-99a9a8f5e38c} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 16 tab
kevinou+    6391    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {87f65986-750f-4faf-8006-94ca142421f9} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 17 tab
kevinou+    6398    5421  0 16:11 ?        00:00:02 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {864c19a4-f368-46e9-8ee6-248dafdcbfef} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 18 tab
kevinou+    6491    5421  2 16:11 ?        00:00:09 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {eabd16e8-17f1-4bb5-9ef3-b8d346b464e5} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 19 tab
kevinou+    6530    2321  0 16:11 ?        00:00:00 /usr/lib64/speech-dispatcher-modules//sd_dummy /etc/speech-dispatcher/modules/
kevinou+    6533    2321  0 16:11 ?        00:00:00 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
kevinou+    6555    5421  0 16:11 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45642 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {943c9677-2156-42b7-83dc-f976018df590} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 20 tab
passim      6785       1  0 16:12 ?        00:00:00 /usr/libexec/passimd
root        6862       2  0 16:12 ?        00:00:00 [kworker/u32:15-btrfs-endio-write]
root        6863       2  0 16:12 ?        00:00:00 [kworker/u32:16-btrfs-endio-meta]
root        6886       2  0 16:12 ?        00:00:00 [kworker/u32:17-btrfs-endio-meta]
kevinou+    7748    4659  0 16:14 pts/4    00:00:00 /usr/bin/bash
kevinou+    7939    2321 99 16:14 ?        00:09:32 qemu-system-x86_64 -cpu max -display none -accel kvm -m 8192 -smp 4 -boot d -cdrom /home/kevinoulai/.minikube/machines/domolandes/boot2docker.iso -qmp unix:/home/kevinoulai/.minikube/machines/domolandes/monitor,server,nowait -pidfile /home/kevinoulai/.minikube/machines/domolandes/qemu.pid -nic user,model=virtio,hostfwd=tcp::46505-:22,hostfwd=tcp::36331-:2376,hostname=domolandes -daemonize -serial file:/home/kevinoulai/.minikube/machines/domolandes/serial.log /home/kevinoulai/.minikube/machines/domolandes/disk.qcow2
root        7959       2  0 16:14 ?        00:00:00 [kvm-pit/7939]
kevinou+    8204    5421  0 16:15 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45698 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {75c9070c-7b03-4522-9f6a-fb3165a3ce58} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 21 tab
kevinou+    8435    2321  0 16:15 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
kevinou+    8439    8435  0 16:15 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/gcr/.ssh
kevinou+    8440    2321  0 16:15 ?        00:00:00 /usr/bin/ssh -F /dev/null -o ConnectionAttempts=3 -o ConnectTimeout=10 -o ControlMaster=no -o ControlPath=none -o LogLevel=quiet -o PasswordAuthentication=no -o ServerAliveInterval=60 -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null docker@localhost -o IdentitiesOnly=yes -i /home/kevinoulai/.minikube/machines/domolandes/id_rsa -p 46505 -f -NTL 38409:localhost:8443
kevinou+    8503    4659  0 16:15 pts/5    00:00:00 /usr/bin/bash
kevinou+    8685    7748  0 16:16 pts/4    00:00:00 kubectl port-forward service/argo-server 2746:2746 -n argo
root        9245       2  0 16:16 ?        00:00:00 [kworker/1:0-events]
root        9257       2  0 16:16 ?        00:00:00 [kworker/6:2-events]
root        9300       2  0 16:16 ?        00:00:00 [kworker/u33:1-i915_flip]
kevinou+    9316    5421  0 16:16 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45698 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2352106a-be78-4182-b297-b2f799129b8c} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 22 tab
root        9336     581  0 16:16 ?        00:00:00 systemd-userwork: waiting...
kevinou+    9385    5421  0 16:16 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45698 -prefMapHandle 1:287680 -jsInitHandle 2:156120 -parentBuildID 20260505141300 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {3a3c2aa2-4359-469e-8528-db8fc6f128cf} -parentPid 5327 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 23 tab
root        9442       2  0 16:16 ?        00:00:00 [kworker/3:0-events]
root        9553     581  0 16:17 ?        00:00:00 systemd-userwork: waiting...
root        9747       2  0 16:17 ?        00:00:00 [kworker/4:0]
root        9760     581  0 16:17 ?        00:00:00 systemd-userwork: waiting...
kevinou+   10046    2552  0 16:18 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --ro-bind-try /etc/fonts/conf.d /etc/fonts/conf.d --ro-bind-try /etc/fonts/fonts.conf /etc/fonts/fonts.conf --ro-bind-try /home/kevinoulai/.cache/fontconfig /home/kevinoulai/.cache/fontconfig --ro-bind-try /usr/lib/fontconfig/cache /usr/lib/fontconfig/cache --bind-try /home/kevinoulai/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg /home/kevinoulai/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --setenv XDG_CACHE_HOME /home/kevinoulai/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --seccomp 69 /usr/libexec/glycin-loaders/2+/glycin-svg --dbus-fd 68
kevinou+   10050   10046  0 16:18 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --ro-bind-try /etc/fonts/conf.d /etc/fonts/conf.d --ro-bind-try /etc/fonts/fonts.conf /etc/fonts/fonts.conf --ro-bind-try /home/kevinoulai/.cache/fontconfig /home/kevinoulai/.cache/fontconfig --ro-bind-try /usr/lib/fontconfig/cache /usr/lib/fontconfig/cache --bind-try /home/kevinoulai/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg /home/kevinoulai/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --setenv XDG_CACHE_HOME /home/kevinoulai/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --seccomp 69 /usr/libexec/glycin-loaders/2+/glycin-svg --dbus-fd 68
kevinou+   10053   10050  0 16:18 ?        00:00:00 /usr/libexec/glycin-loaders/2+/glycin-svg --dbus-fd 68
kevinou+   10209    2552  0 16:18 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 76 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 73
kevinou+   10210   10209  0 16:18 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 76 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 73
kevinou+   10211   10210  0 16:18 ?        00:00:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 73
kevinou+   10397    4702 99 16:18 pts/0    00:00:00 ps -ef
